ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015
1,Argentina,AR,ARG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,,,,100
2,Argentina,AR,ARG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,,,,151.436374355724
3,Argentina,AR,ARG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,,,,100
4,Argentina,AR,ARG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,,,,302.324999980528
5,Belgium,BE,BEL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,100,87.6280466071311,79.8752404875407,108.585672899011
6,Belgium,BE,BEL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,95.4411374538711,83.6336064761507,76.2452060804513,103.651506041562
7,Belgium,BE,BEL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,100,90.4584334533549,82.4142965775472,108.210845692705
8,Belgium,BE,BEL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,150.910196547237,136.51099971801,124.3715769482,163.301199920289
9,Brazil,BR,BRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,100,116.687802843665,134.961928027263,175.655112339192
10,Brazil,BR,BRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,118.680528340586,138.485700923883,160.173529241397,208.468415381403
11,Brazil,BR,BRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,100,115.108767908924,131.963138744771,166.960042313806
12,Brazil,BR,BRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,243.28514046026,280.042527689301,321.046707450984,406.188973455654
13,Brunei Darussalam,BN,BRN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,47.5701689866587,47.8505292102136,62.956904796122,74.3451930662612,79.9859187102481
14,Brunei Darussalam,BN,BRN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,190.352557737394,90.5510333861055,91.0847062425206,119.840078551714,141.517976556432,152.25524209471
15,Brunei Darussalam,BN,BRN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,100,58.4660866964836,57.4819653249217,65.5747871010971,74.541267623077,79.775823983178
16,Brunei Darussalam,BN,BRN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,362.812660394747,212.122364572212,208.551847642535,237.913629629682,270.445156155254,289.436789345199
17,Bulgaria,BG,BGR,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,100,108.608460893898,107.777156744109,128.182307260849,99.1950215739261,118.741272076227,149.27862637045
18,Bulgaria,BG,BGR,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,227.229456563181,246.790415470841,244.901447568886,291.267960198975,225.400308460163,269.815147255019,339.205011466555
19,Bulgaria,BG,BGR,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,100,112.778408249204,116.91693359082,117.666623840523,101.768307846612,100.679568733868,120.282088382809
20,Bulgaria,BG,BGR,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,559.506647451584,631.00269104438,654.158015437192,658.352582219575,569.400447400785,563.308879691578,672.986280195407
21,Canada,CA,CAN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,100,92.0465575147225,85.6497720818211,82.181168576409,84.7468341214043,77.7149557576917,72.3063923449311,67.1061358989375,70.6462524622703,76.0334217134813,92.0270896295096
22,Canada,CA,CAN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,237.441480473671,218.556708888006,203.368086853401,195.132183338389,201.224137592429,184.527541500522,171.685368460906,159.337802567111,167.743507745582,180.53488217128,218.51048405314
23,Canada,CA,CAN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,100,89.5871791791737,83.5596532168995,77.8761680728979,81.8890847210384,74.3337831283155,66.876138037326,62.9407463146123,64.2961532722574,68.0831905160919,78.5546574651597
24,Canada,CA,CAN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,428.006366444012,383.438830404468,357.640635546869,333.314957294642,350.490496028775,318.153324207875,286.234128431641,269.390401313916,275.191629383862,291.400389887079,336.21893508917
25,"China, P.R.: Hong Kong",HK,HKG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,100,94.710828910962,81.9075165521541,69.6872213719742,93.8248578560121,95.0596301812967,84.4393794833165,75.854079914022,69.2432466842058,88.3734217788313,78.9530169288932
26,"China, P.R.: Hong Kong",HK,HKG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,171.16464795972,162.111456885181,140.196712359044,119.27988713425,160.594987647951,162.708481351628,144.530366631991,129.83536884792,118.519959422901,151.264056277695,135.139653479918
27,"China, P.R.: Hong Kong",HK,HKG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,100,93.1653666599224,84.7327828266592,75.1711632564398,93.1273476809988,94.5696641089454,85.3130771976866,76.7078420146051,70.3762961005858,83.1041805427197,74.390728995132
28,"China, P.R.: Hong Kong",HK,HKG,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,297.319585856248,276.998882314736,251.927158984697,223.498591277371,276.885844444054,281.174133674361,253.652487805383,228.067438197089,209.242512107229,247.085005418843,221.17820736377
29,Colombia,CO,COL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,,,,100
30,Colombia,CO,COL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,,,,137.0014184
31,Colombia,CO,COL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,,,,100
32,Colombia,CO,COL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,,,,272.91222508887
33,Costa Rica,CR,CRI,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,100,79.2445740774438,63.7076345101494,56.5198164659023,64.6136300293702,66.9835597526237,65.4344064928592,43.2767927920649
34,Costa Rica,CR,CRI,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,78.6215538589891,62.303315488624,50.087932178685,44.4367579437411,50.8002399337892,52.6635155075771,51.4455471430931,34.0248869534564
35,Costa Rica,CR,CRI,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,100,81.0110362397906,66.0027026509552,57.8690490055314,58.7549358066533,61.0220245255305,58.8377518912436,38.8602925979939
36,Costa Rica,CR,CRI,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,134.51470004817,108.971752403869,88.7833374946179,77.842377690519,79.0340256638146,82.0835932538381,79.1454254715928,52.2728060260327
37,"Croatia, Rep. of",HR,HRV,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,96.350612687396,103.331627025255,96.4730532044525,110.03662569102,115.77826248813
38,"Croatia, Rep. of",HR,HRV,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,85.3793854784667,82.2635610172363,88.223908159064,82.3680999782758,93.9485948162332,98.8507690300112
39,"Croatia, Rep. of",HR,HRV,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,100,90.068057521673,94.8460041506083,87.9530015125614,93.5889192566653,99.8702029439406
40,"Croatia, Rep. of",HR,HRV,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,198.317687089896,178.620888483779,188.096401728673,174.426358325853,185.603380042248,198.060276570408
41,Cyprus,CY,CYP,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,104.305173818593,92.9642975704631,83.0536366555419,79.2248076223416,87.8198813020689
42,Cyprus,CY,CYP,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,73.6870713563862,76.8594278601092,68.5026682867103,61.1997925064429,58.3784405246346,64.7118986001492
43,Cyprus,CY,CYP,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,100,96.2905758946278,88.9654021016547,81.3852724350915,78.3272993877852,84.0902673307615
44,Cyprus,CY,CYP,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,226.760647823592,218.349133691726,201.738522144576,184.549771006809,177.615491514466,190.683634955825
45,Czech Rep.,CZ,CZE,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,100,71.1353064209994,66.4272964529931,46.485759781029,58.1595607137305,65.4078482145956,61.7773936460334,65.21994708866,71.0182485424876,81.296201165853,86.1022983217833
46,Czech Rep.,CZ,CZE,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,275.156680566244,195.733547858649,182.779143909954,127.908673549478,160.02991669181,179.974063977089,169.984625696768,179.457041476218,195.411455285794,223.691928554418,236.916225953464
47,Czech Rep.,CZ,CZE,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,100,81.2354595613629,71.4351030158563,51.7971693011819,57.5551188030999,61.0202989509792,57.3557588154536,59.0938021550488,60.5168742130243,64.204631723695,71.9374673453402
48,Czech Rep.,CZ,CZE,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,583.592111051535,474.083733376573,416.889625722074,302.284193789705,335.887132841229,356.109650817977,334.723683680733,344.866767497266,353.17170376219,374.693165669175,419.821384317679
49,Denmark,DK,DNK,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,,100,58.17170362,44.21126125
50,Denmark,DK,DNK,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,,91.78,53.39,40.58
51,Denmark,DK,DNK,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,,100,60.866797747526,50.334051404752
52,Denmark,DK,DNK,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,,132.838617472919,80.8546126278514,66.863058004181
53,"Estonia, Rep. of",EE,EST,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,100,130.075009827514,209.412568113321,138.502936035312,177.762924555852,167.431306323172,155.54554358279,189.482104051876
54,"Estonia, Rep. of",EE,EST,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,197.323838553369,256.669002390323,413.220917814394,273.299309893996,350.768626258337,330.381880576933,306.928437296266,373.893361086851
55,"Estonia, Rep. of",EE,EST,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,100,123.236504166837,185.304782755391,124.169905713851,150.819661470119,145.679133999846,133.510866152462,153.798408660239
56,"Estonia, Rep. of",EE,EST,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,410.671335013941,506.096996886459,760.993625186247,509.930209480623,619.373117222845,598.262444433916,548.290856416991,631.6059780752
57,Finland,FI,FIN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,79.8018359956371,73.2616143462403,79.2569766425612,74.6379964412033,79.0533232524069
58,Finland,FI,FIN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,165.240784156782,131.8651795707,121.058066031645,130.964849703125,123.332410598355,130.628331244272
59,Finland,FI,FIN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,100,78.4643836464521,71.5150379666807,75.2997750101785,71.7509166770383,73.9510527204695
60,Finland,FI,FIN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,303.144835035072,237.860726366323,216.794143869363,228.267378736386,217.509197996759,224.178796776166
61,France,FR,FRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,100,81.4516107495581,72.759637267976,76.6026340483427,77.7350015812528,68.5933330532418,71.9773682068385,67.3095123038664,59.8694494015776,67.9972297758029
62,France,FR,FRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,54.991316035461,44.791312683263,40.0114820762878,42.1247965810118,42.7475003897174,37.7203765585645,39.58130202463,37.0143866329467,32.922998129112,37.3925715213704
63,France,FR,FRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,100,83.8286328872658,74.4954858095916,77.7925002996163,80.1172338336502,69.6968202955197,73.7463767406033,68.3732704622363,59.8321298380075,69.4798550582886
64,France,FR,FRA,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,91.6292606615858,76.8115565373166,68.2596628735854,71.2806928747004,73.4108290242876,63.8626811414188,67.5732597721225,62.6499222146935,54.8237382086463,63.6638774986513
65,Germany,DE,DEU,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,100,102.976129567815,118.679919330672,130.420013044276,126.644646848903,146.682746176221,151.319036169576,147.459668023169,168.533378927236
66,Germany,DE,DEU,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,104.65587071597,107.770565028802,124.205502940526,136.492200239369,132.541057874885,153.512105200821,158.364254862283,154.325199524526,176.380075163344
67,Germany,DE,DEU,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,100,100.310568809468,114.477245191161,126.196464465806,118.86965555888,134.189032602212,134.307907537715,129.94501103725,150.613487613915
68,Germany,DE,DEU,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,173.417710961648,173.956292281988,198.523818182465,218.847019991131,206.141035698205,232.707548700336,232.913698892393,225.347663649661,261.190462619557
69,Greece,GR,GRC,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,110.861932029139,126.41600604267,105.61192053826,91.029670694276,106.59357285424
70,Greece,GR,GRC,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,215.251364320105,238.631821204349,272.112177725833,227.331099843271,195.942608105528,229.444119846296
71,Greece,GR,GRC,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,100,107.454735708166,118.513265588089,105.448699815605,101.339759853258,119.299408447113
72,Greece,GR,GRC,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,338.18550331403,363.396338789422,400.794683722972,356.612216209503,342.716376916969,403.45330490753
73,Hungary,HU,HUN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,100,106.590103285278,114.321378634132,99.9845305291152,100.979685870047,87.5644937579296,91.0047612207641,114.387079464226
74,Hungary,HU,HUN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,131.348287532649,140.004275344495,150.159173119648,131.327968647551,132.635088146155,115.014463037674,119.533195436649,150.245470034871
75,Hungary,HU,HUN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,100,103.981625338319,106.707700941683,90.8884217876609,90.9021599304356,80.0540068374347,81.6315281430753,102.040267293613
76,Hungary,HU,HUN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,230.248169110531,239.415788552851,245.692527718165,209.268927099546,209.300558921754,184.322885042813,187.955098966379,234.945847199035
77,Iceland,IS,ISL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,100,85.287344323218,74.4739577079175,71.9567799604379,97.186829350868,92.8557738935929,92.6491316660808,106.928610373679,108.701784251184,111.743560010359,117.474185136166
78,Iceland,IS,ISL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,69.7688912727413,59.5040345302745,51.9596545797443,50.2034475739636,67.8061733012317,64.7844439282833,64.6402719372469,74.6029059110653,75.8400296657381,77.9622428879179,81.9604365011905
79,Iceland,IS,ISL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,100,87.1588910681865,71.480937525725,72.0928403761354,88.0718961804629,89.041976431627,87.0229133203918,98.9211850315209,102.538122377802,105.904086520697,109.848570428532
80,Iceland,IS,ISL,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,116.39785435047,101.451079079032,83.2022775495437,83.9145193381309,102.513797439832,103.642950037665,101.292803898205,115.142136874749,119.35217433902,123.270084379557,127.861379013476
81,India,IN,IND,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,,,100,98.4020378264042,105.426262736571,107.202556815275
82,India,IN,IND,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities),ECFLI_RO,Ratio,,,,,,,,719.671792852078,708.171709828263,758.723075173226,771.50656261576
83,India,IN,IND,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers - normalized),,Ratio,,,,,,,,100,98.703845678531,106.148165905902,108.799569617902
84,India,IN,IND,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission multipliers),ECFLM_RO,Ratio,,,,,,,,1292.35433590201,1275.60342932852,1371.81042456538,1406.07595539968
85,Indonesia,ID,IDN,Carbon footprint-adjusted loans to total loans for deposit takers (Based on emission intensities - normalized),ECFLIN_RO,Ratio,,,,,,100,93.0184114751263,99.8528068420833,110.340431509229,116.40468184192,129.813509268031
